work_id	workno	score	matched_field
5606	RJ204925	1.00	ja
5607	VJ004372	1.00	ja
5611	VJ011405	1.00	ja
5612	VJ005406	1.00	ja
5613	VJ005481	0.67	ja
5615	VJ013326	1.00	ja
5617	RJ232901	1.00	ja
5619	VJ002442	1.00	ja
5620	RJ01188792	0.67	en
5621	VJ002474	1.00	ja
5622	RJ029999	1.00	ja
5624	VJ006834	1.00	en
5625	RJ113751	1.00	ja
5635	RJ094086	1.00	ja
5637	RJ01176129	1.00	alias
5638	RJ202655	1.00	ja
5639	VJ003817	1.00	ja
5640	VJ011507	1.00	ja
5641	VJ012344	1.00	ja
5642	VJ012246	1.00	ja
5643	VJ012130	1.00	ja
5644	RJ187286	1.00	ja
5645	VJ002811	1.00	ja
5649	VJ012080	1.00	ja
5650	VJ012024	1.00	ja
5651	VJ011978	1.00	ja
5652	RJ181355	1.00	ja
5653	RJ01314489	1.00	ja
5657	RJ271687	1.00	ja
5658	VJ012559	1.00	ja
5659	VJ014351	1.00	ja
5660	VJ013921	1.00	ja
5661	VJ011973	1.00	ja
5664	RJ374389	1.00	ja
5666	VJ002482	1.00	ja
5667	VJ002407	1.00	ja
5674	VJ002408	1.00	ja
5678	VJ011967	1.00	ja
5679	VJ011787	1.00	ja
5683	VJ009441	1.00	ja
5684	RJ042327	1.00	ja
5686	VJ005081	1.00	ja
5688	VJ011896	1.00	ja
5689	VJ010853	1.00	ja
5690	VJ011858	1.00	ja
5691	RJ165053	1.00	ja
5692	RJ165051	1.00	ja
5695	VJ011791	1.00	ja
5696	VJ009363	1.00	ja
5697	RJ162714	1.00	ja
5698	RJ159189	1.00	ja
5700	VJ010281	1.00	alias
5702	VJ011623	1.00	ja
5703	VJ010997	1.00	ja
5704	RJ157315	1.00	ja
5706	VJ004871	1.00	en
5708	VJ004843	1.00	en
5709	VJ005438	0.80	alias
5710	VJ011478	1.00	ja
5711	VJ011312	1.00	ja
5712	VJ011288	1.00	ja
5713	RJ143599	1.00	ja
5714	VJ001800	1.00	en
5716	VJ008825	1.00	ja
5717	VJ011250	1.00	ja
5718	VJ011246	1.00	ja
5719	VJ011082	1.00	ja
5722	RJ137988	1.00	ja
5723	RJ134775	1.00	ja
5725	VJ010991	1.00	ja
5726	VJ010921	1.00	ja
5727	VJ010915	1.00	ja
5728	RJ134774	1.00	ja
5730	RJ133795	1.00	ja
5731	RJ129306	1.00	ja
5734	VJ010825	1.00	ja
5735	VJ010741	1.00	ja
5736	VJ010657	1.00	ja
5737	VJ010644	1.00	ja
5738	RJ129307	1.00	ja
5739	RJ123731	1.00	ja
5740	RJ122151	1.00	ja
5741	VJ012733	0.93	ja
5744	RJ198052	1.00	alias
5745	VJ010580	1.00	ja
5746	VJ010579	1.00	ja
5747	VJ010500	1.00	ja
5748	RJ119676	1.00	ja
5749	RJ118545	1.00	ja
5750	RJ118544	1.00	ja
5752	VJ010429	1.00	ja
5753	VJ010428	1.00	ja
5754	VJ010368	1.00	ja
5755	VJ010353	1.00	ja
5756	RJ117609	1.00	alias
5757	RJ115680	1.00	ja
5758	VJ006819	1.00	ja
5761	VJ011030	1.00	ja
5762	RJ319875	1.00	ja
5764	RJ351743	1.00	ja
5770	VJ010226	1.00	ja
5771	VJ010213	1.00	ja
5772	VJ010155	1.00	ja
5773	RJ109460	1.00	ja
5774	RJ107521	1.00	ja
5775	RJ105453	1.00	ja
5776	RJ097643	1.00	ja
5778	VJ010079	1.00	ja
5779	VJ010008	1.00	ja
5780	VJ010009	1.00	ja
5781	VJ009926	1.00	ja
5782	RJ102417	1.00	ja
5783	RJ102416	1.00	ja
5784	RJ100029	1.00	ja
5785	RJ101182	1.00	ja
5787	VJ006074	1.00	ja
5790	VJ005821	1.00	ja
5791	VJ004476	1.00	ja
5792	VJ003646	1.00	ja
5793	VJ002645	1.00	ja
5795	VJ009838	1.00	ja
5796	VJ009758	1.00	ja
5797	VJ002552	1.00	ja
5798	VJ002486	1.00	ja
5799	VJ001939	1.00	ja
5802	VJ008162	1.00	en
5809	VJ009624	1.00	ja
5810	VJ009488	1.00	ja
5812	RJ096090	1.00	ja
5813	RJ096089	1.00	ja
5814	VJ015013	0.94	ja
5816	RJ01606102	1.00	ja
5817	VJ009322	1.00	ja
5818	VJ009259	1.00	ja
5819	RJ085621	1.00	ja
5830	VJ007422	1.00	ja
5831	VJ006818	1.00	ja
5832	VJ005333	1.00	ja
5835	VJ003384	1.00	ja
5836	VJ002732	1.00	ja
5837	RJ084628	1.00	ja
5843	VJ011182	1.00	ja
5844	VJ007544	1.00	ja
5846	VJ007834	1.00	ja
5847	RJ079840	1.00	ja
5848	RJ075515	1.00	ja
5850	RJ059905	1.00	ja
5851	RJ430754	0.86	ja
5853	VJ012366	1.00	ja
5854	VJ009691	1.00	ja
5855	VJ011165	1.00	ja
5860	RJ01236167	1.00	alias
5863	RJ295396	1.00	ja
5866	VJ002900	1.00	ja
5872	VJ013073	1.00	zh
5893	VJ002236	0.67	alias
5894	VJ002238	1.00	ja
5897	VJ003554	1.00	ja
5900	VJ003989	1.00	ja
5901	VJ004267	1.00	ja
5902	VJ008753	1.00	ja
5903	VJ002239	1.00	ja
5904	VJ006901	1.00	ja
5905	VJ008811	1.00	en
5906	VJ006902	1.00	alias
5907	VJ006985	1.00	ja
5912	RJ01392095	1.00	alias
5916	VJ008588	1.00	ja
5917	VJ008708	1.00	ja
5918	VJ008780	0.92	ja
5919	VJ012510	1.00	en
5920	VJ008752	1.00	ja
5921	VJ008680	1.00	ja
5923	VJ014761	1.00	ja
5924	VJ014763	0.97	ja
5925	RJ178362	0.93	alias
5926	VJ014762	1.00	ja
5929	VJ012511	1.00	ja
5930	VJ008305	0.83	ja
5931	VJ004322	1.00	alias
5935	VJ006654	1.00	ja
5937	VJ005054	1.00	alias
5938	VJ006580	1.00	ja
5939	VJ003559	1.00	ja
5941	VJ007716	1.00	ja
5942	VJ008914	0.79	ja
5951	VJ006630	1.00	ja
5952	VJ007061	1.00	ja
5954	RJ01542607	1.00	ja
5955	VJ004339	1.00	ja
5956	VJ006305	1.00	ja
5960	VJ013324	1.00	ja
5961	VJ012065	1.00	ja
5962	VJ010577	1.00	ja
5963	VJ010871	1.00	ja
5965	VJ008324	1.00	ja
5966	VJ008189	1.00	alias
5967	VJ009263	1.00	ja
5968	VJ007641	1.00	ja
5969	VJ007642	1.00	ja
5973	VJ005759	1.00	en
5974	VJ005751	1.00	en
5975	VJ005431	1.00	en
5976	VJ006828	1.00	en
5977	VJ013407	1.00	ja
5985	RJ01348449	1.00	ja
5987	RJ220780	1.00	ja
5988	RJ188457	1.00	ja
5993	VJ014192	1.00	ja
5994	RJ091782	1.00	ja
5995	RJ096156	1.00	ja
5998	RJ01116473	1.00	ja
6000	RJ01180752	1.00	ja
6001	RJ419862	1.00	ja
6002	RJ321900	1.00	ja
6003	RJ202819	1.00	ja
6004	RJ080964	1.00	en
6005	RJ120605	1.00	ja
6006	RJ100668	1.00	ja
6007	RJ048751	1.00	en
6008	RJ041607	1.00	en
6009	RJ066934	1.00	ja
6010	RJ081603	1.00	ja
6011	RJ01070630	1.00	ja
6012	RJ01144461	1.00	ja
6013	RJ075041	1.00	ja
6014	RJ035854	1.00	ja
6015	RJ045287	1.00	ja
6016	RJ057055	1.00	ja
6017	RJ059623	1.00	ja
6022	VJ005785	1.00	ja
6023	VJ006756	1.00	ja
6024	VJ006795	1.00	ja
6026	RJ183212	1.00	ja
6030	VJ009252	1.00	en
6032	VJ009252	1.00	ja
6034	RJ157385	1.00	ja
6035	RJ144879	1.00	ja
6036	RJ134896	1.00	ja
6037	RJ167732	1.00	ja
6038	RJ175557	1.00	ja
6039	RJ126527	1.00	ja
6040	RJ189798	1.00	ja
6042	VJ006410	1.00	ja
6043	RJ063620	1.00	ja
6044	RJ043284	1.00	ja
6045	RJ107539	1.00	ja
6046	RJ079237	1.00	ja
6047	RJ086430	1.00	ja
6048	RJ096356	1.00	ja
6049	RJ071491	1.00	ja
6050	RJ052250	1.00	ja
6051	RJ061471	1.00	ja
6053	RJ01473408	1.00	ja
6057	VJ004422	1.00	ja
6062	VJ007107	1.00	ja
6066	VJ008465	1.00	ja
6068	VJ006132	1.00	ja
6069	VJ006973	1.00	ja
6071	VJ007235	1.00	ja
6072	VJ007316	1.00	ja
6080	VJ013560	1.00	alias
6081	RJ397323	1.00	ja
6082	RJ392207	1.00	ja
6083	RJ236688	1.00	ja
6084	VJ013501	1.00	ja
6085	VJ013431	1.00	ja
6087	VJ005927	1.00	ja
6088	VJ013251	1.00	ja
6089	VJ005702	1.00	ja
6090	RJ211353	1.00	ja
6092	VJ006271	1.00	en
6093	VJ004413	1.00	alias
6094	VJ013127	1.00	ja
6095	RJ202661	1.00	ja
6096	RJ180668	1.00	ja
6097	VJ013072	1.00	ja
6098	RJ155219	1.00	ja
6099	VJ012770	1.00	ja
6100	VJ012700	1.00	ja
6101	RJ152179	1.00	ja
6102	VJ004589	1.00	ja
6103	VJ005039	1.00	ja
6105	VJ008328	1.00	en
6108	VJ006805	1.00	ja
6109	VJ010186	1.00	ja
6110	VJ010989	1.00	ja
6111	VJ013675	1.00	ja
6113	VJ006806	1.00	ja
6114	VJ007196	1.00	ja
6117	VJ012586	1.00	ja
6118	VJ009749	1.00	ja
6119	VJ009663	1.00	ja
6120	VJ009748	1.00	ja
6123	VJ010829	1.00	ja
6127	VJ012464	1.00	ja
6129	VJ005469	1.00	ja
6133	VJ004365	1.00	ja
6139	VJ008109	1.00	ja
6140	VJ012057	1.00	ja
6144	VJ001444	1.00	ja
6148	RJ152618	1.00	ja
6153	VJ005199	1.00	ja
6161	VJ002412	1.00	ja
6164	VJ002324	1.00	ja
6166	VJ001874	0.86	ja
6169	RJ149039	1.00	ja
6175	RJ419729	1.00	ja
6180	RJ128924	1.00	ja
6181	VJ003634	1.00	ja
6182	VJ011556	1.00	ja
6188	VJ005631	1.00	ja
6189	VJ005389	1.00	ja
6190	VJ006797	1.00	ja
6193	VJ003365	1.00	ja
6194	VJ005015	1.00	ja
6195	VJ009044	1.00	alias
6196	VJ013214	1.00	ja
6200	VJ003398	1.00	ja
6205	RJ01275248	1.00	ja
6209	VJ007392	1.00	ja
6218	VJ006258	1.00	ja
6220	VJ006189	1.00	ja
6222	VJ010678	1.00	ja
6225	VJ013375	1.00	ja
6228	VJ008096	1.00	ja
6229	VJ012238	1.00	ja
6235	VJ006711	1.00	ja
6236	RJ376480	1.00	ja
6238	RJ050880	1.00	ja
6240	RJ056528	1.00	ja
6242	RJ078893	1.00	ja
6244	RJ035643	1.00	ja
6245	VJ004743	1.00	ja
6248	VJ003473	1.00	ja
6249	RJ145949	1.00	ja
6250	VJ003444	1.00	ja
6256	VJ006651	1.00	ja
6257	VJ006742	0.77	ja
6264	VJ003419	1.00	ja
6265	VJ002318	1.00	ja
6266	VJ003391	1.00	ja
6269	VJ006081	1.00	ja
6271	VJ007978	1.00	ja
6276	VJ007440	1.00	ja
6279	VJ004904	1.00	ja
6281	VJ002576	1.00	ja
6283	VJ004448	1.00	ja
6284	VJ005297	1.00	ja
6286	VJ001134	1.00	alias
6288	VJ001741	1.00	ja
6297	VJ001269	1.00	ja
6303	VJ011249	0.93	ja
6304	RJ146551	1.00	ja
6313	VJ004178	1.00	ja
6314	VJ003701	1.00	ja
6315	VJ005244	1.00	ja
6319	VJ003846	1.00	ja
6327	RJ091042	1.00	alias
6328	RJ182058	1.00	ja
6332	RJ188553	1.00	ja
6333	RJ165813	1.00	ja
6335	VJ005211	1.00	en
6345	VJ003557	1.00	ja
6346	VJ003520	1.00	ja
6349	VJ003843	1.00	ja
6362	VJ004144	1.00	ja
6366	RJ155907	1.00	ja
6367	RJ098874	1.00	ja
6371	RJ193932	1.00	ja
6374	RJ154427	1.00	ja
6376	VJ007772	1.00	ja
6377	VJ004270	1.00	alias
6378	VJ004138	1.00	ja
6384	VJ010872	1.00	ja
6388	VJ002863	0.94	ja
6397	RJ051132	1.00	ja
6402	VJ002073	1.00	alias
6404	RJ051823	1.00	ja
6408	VJ003546	1.00	ja
6410	VJ007406	1.00	ja
6414	VJ008880	1.00	ja
6417	VJ002689	1.00	ja
6424	VJ002690	1.00	ja
6433	VJ009422	1.00	ja
6456	VJ003695	1.00	ja
6462	RJ165958	1.00	ja
6470	VJ002614	1.00	ja
6472	VJ003432	1.00	ja
6473	RJ083422	1.00	ja
6474	RJ066912	1.00	ja
6475	RJ073412	0.88	ja
6476	RJ088328	1.00	ja
6479	VJ010286	1.00	ja
6480	RJ180354	1.00	ja
6483	VJ003740	1.00	ja
6484	VJ009187	1.00	ja
6485	VJ009688	1.00	ja
6486	VJ010014	1.00	ja
6487	VJ002886	1.00	ja
6489	VJ006379	1.00	ja
6490	VJ009567	1.00	ja
6503	RJ214802	1.00	alias
6505	RJ018489	1.00	ja
6506	VJ014714	1.00	ja
6507	VJ005253	1.00	ja
6509	VJ005359	1.00	ja
6510	RJ053791	1.00	ja
6513	RJ017321	1.00	ja
6515	RJ065540	1.00	ja
6518	RJ013759	1.00	ja
6521	RJ072783	1.00	ja
6523	VJ006990	1.00	en
6526	VJ003627	1.00	ja
6527	RJ092970	1.00	ja
6531	VJ004182	1.00	ja
6533	RJ030340	1.00	ja
6536	VJ009588	1.00	ja
6543	VJ003794	1.00	ja
6544	RJ069950	1.00	ja
6545	VJ007931	1.00	ja
6546	VJ008319	1.00	ja
6548	VJ008586	1.00	ja
6550	VJ009458	1.00	ja
6552	RJ074787	1.00	ja
6567	RJ017996	1.00	ja
6569	RJ097330	1.00	ja
6573	RJ015256	1.00	ja
6574	RJ081571	1.00	ja
6575	RJ068400	1.00	ja
6576	RJ311448	1.00	ja
6582	VJ002359	0.93	ja
6583	VJ010775	1.00	ja
6588	RJ01098750	1.00	ja
6589	VJ008210	1.00	ja
6590	VJ011631	1.00	ja
6592	VJ007217	1.00	ja
6593	VJ006476	1.00	ja
6595	VJ005859	1.00	ja
6597	VJ007621	1.00	ja
6598	RJ075583	1.00	ja
6599	RJ103548	1.00	ja
6601	RJ174339	1.00	ja
6602	RJ236148	1.00	ja
6603	RJ138079	1.00	ja
6605	RJ179929	1.00	ja
6607	RJ01017228	1.00	ja
6612	RJ180134	1.00	ja
6619	RJ043828	1.00	ja
6625	VJ002882	1.00	ja
6630	VJ010464	1.00	ja
6631	RJ046599	1.00	ja
6632	VJ005115	1.00	ja
6635	VJ002174	1.00	ja
6641	VJ008565	1.00	ja
6642	VJ004455	1.00	ja
6643	VJ005076	1.00	ja
6644	VJ002570	1.00	ja
6646	VJ004684	1.00	ja
6647	VJ013838	1.00	ja
6648	VJ006154	1.00	ja
6649	VJ012062	1.00	ja
6651	VJ007439	1.00	ja
6652	VJ002852	1.00	alias
6656	VJ001602	1.00	ja
6659	VJ002176	1.00	ja
6662	VJ005835	1.00	ja
6664	VJ007438	1.00	ja
6665	VJ001958	1.00	alias
6669	RJ01335719	1.00	ja
6671	RJ073212	1.00	ja
6672	VJ002360	1.00	ja
6680	VJ008754	0.95	ja
6685	RJ075799	0.97	ja
6686	VJ009705	1.00	ja
6687	VJ009255	1.00	ja
6697	RJ022698	1.00	ja
6701	RJ023781	1.00	ja
6702	RJ028483	1.00	ja
6703	RJ036505	1.00	ja
6704	RJ045189	1.00	ja
6705	RJ058148	1.00	ja
6706	RJ067826	1.00	ja
6707	RJ074045	1.00	ja
6708	RJ080966	1.00	ja
6709	RJ094473	1.00	ja
6712	RJ165153	1.00	ja
6713	RJ078327	1.00	ja
6714	RJ054807	1.00	ja
6715	RJ055790	1.00	ja
6716	RJ060542	1.00	ja
6717	RJ071591	1.00	ja
6718	RJ111035	1.00	ja
6719	RJ098913	1.00	ja
6721	VJ008013	1.00	ja
6722	VJ009094	1.00	ja
6723	RJ145924	1.00	alias
6724	RJ223746	1.00	ja
6725	RJ060838	1.00	ja
6730	VJ007426	1.00	ja
6734	RJ116469	1.00	ja
6735	RJ133146	1.00	ja
6736	RJ120648	1.00	ja
6747	RJ170237	1.00	ja
6748	RJ112134	1.00	ja
6755	RJ269953	1.00	ja
6756	RJ008010	1.00	ja
6759	RJ124279	1.00	ja
6760	VJ006923	1.00	ja
6762	VJ004189	1.00	ja
6772	VJ006429	1.00	alias
6782	RJ027824	1.00	ja
6789	VJ008739	1.00	ja
6791	RJ068934	1.00	ja
6792	RJ074656	1.00	ja
6793	VJ009670	1.00	ja
6794	RJ033066	1.00	ja
6813	RJ171484	1.00	ja
6823	VJ009592	0.89	ja
6825	VJ007795	1.00	ja
6827	VJ007705	1.00	ja
6828	VJ007813	1.00	ja
6831	RJ099986	1.00	alias
6832	VJ004623	1.00	ja
6834	VJ002569	1.00	ja
6844	RJ115795	1.00	ja
6845	VJ008314	1.00	ja
6846	VJ005096	1.00	ja
6849	VJ006830	1.00	ja
6850	VJ005860	1.00	ja
6851	VJ008451	1.00	ja
6852	VJ007054	1.00	ja
6858	VJ001530	1.00	ja
6869	RJ150436	1.00	ja
6870	RJ153512	1.00	ja
6875	RJ048829	1.00	ja
6878	RJ094228	1.00	ja
6884	VJ003813	1.00	ja
6885	RJ137507	0.99	ja
6887	VJ013222	1.00	ja
6894	VJ007093	1.00	ja
6896	VJ007489	1.00	ja
6898	VJ006968	1.00	ja
6904	RJ223274	1.00	ja
6921	VJ003638	1.00	ja
6923	VJ007460	1.00	ja
6926	VJ003978	1.00	ja
6930	VJ006700	1.00	ja
6931	VJ007245	1.00	ja
6936	VJ008216	1.00	ja
6938	VJ008025	1.00	ja
6941	VJ002693	1.00	ja
6942	VJ003631	1.00	ja
6962	VJ004424	1.00	ja
6964	VJ004490	1.00	ja
6966	RJ175673	1.00	ja
6971	VJ004334	1.00	ja
6973	VJ009382	1.00	ja
6974	VJ002736	1.00	ja
6984	VJ009685	1.00	ja
6988	RJ056842	1.00	ja
6990	RJ074885	1.00	ja
6991	RJ079520	1.00	ja
6992	RJ070266	1.00	ja
6993	RJ068673	1.00	ja
6994	RJ033032	1.00	alias
6995	RJ098316	1.00	ja
6996	RJ047920	1.00	ja
6998	RJ050899	1.00	ja
6999	RJ043524	1.00	ja
7000	RJ049973	1.00	ja
7001	RJ058602	1.00	ja
7002	RJ052020	1.00	ja
7013	RJ068436	1.00	ja
7020	RJ333940	1.00	ja
7022	VJ003891	1.00	ja
7023	RJ084583	1.00	ja
7024	RJ107498	1.00	ja
7025	RJ168650	1.00	alias
7041	RJ097396	0.83	ja
7043	RJ038286	1.00	ja
7044	RJ101185	1.00	ja
7045	RJ038499	1.00	ja
7046	RJ043844	0.76	ja
7047	RJ052282	1.00	ja
7048	RJ045758	1.00	ja
7049	RJ045752	1.00	ja
7050	RJ088452	1.00	ja
7051	RJ057830	1.00	ja
7052	RJ181147	1.00	ja
7053	RJ069649	1.00	ja
7055	RJ069650	1.00	ja
7059	VJ002802	1.00	ja
7061	VJ006631	1.00	ja
7083	RJ208370	1.00	ja
7085	RJ417966	1.00	ja
7093	VJ011183	1.00	ja
7094	VJ005070	1.00	ja
7095	RJ331136	1.00	ja
7096	RJ264577	1.00	ja
7097	RJ367923	1.00	ja
7098	RJ044919	1.00	ja
7099	VJ002644	1.00	ja
7102	RJ061841	1.00	ja
7103	RJ234478	1.00	ja
7104	RJ171612	1.00	ja
7106	RJ122375	1.00	ja
7109	RJ072360	1.00	ja
7111	VJ001116	1.00	ja
7113	RJ047744	1.00	ja
7114	RJ033198	0.89	ja
7121	RJ076637	1.00	ja
7123	RJ055325	1.00	ja
7129	VJ004865	1.00	ja
7130	VJ003938	1.00	ja
7131	RJ129815	1.00	ja
7132	RJ137646	1.00	ja
7133	RJ132343	1.00	ja
7134	RJ164448	1.00	ja
7135	RJ123519	1.00	ja
7136	RJ084031	1.00	ja
7137	VJ007189	1.00	ja
7138	RJ137730	1.00	ja
7139	VJ007243	1.00	ja
7144	VJ012537	1.00	ja
7163	RJ024402	1.00	ja
7166	RJ024318	1.00	ja
7180	RJ131164	1.00	ja
7184	RJ073083	1.00	ja
7190	RJ121465	1.00	ja
7191	RJ077508	1.00	ja
7192	RJ061427	1.00	ja
7197	RJ098823	1.00	ja
7198	RJ025275	1.00	ja
7200	RJ309422	1.00	ja
7201	RJ199586	1.00	ja
7204	VJ004031	1.00	ja
7207	VJ011064	1.00	ja
7209	VJ007672	1.00	ja
7213	VJ007084	1.00	ja
7223	VJ011748	1.00	ja
7224	VJ007674	1.00	ja
7228	VJ002904	1.00	ja
7230	RJ01357271	1.00	ja
7233	VJ012774	1.00	ja
7234	VJ003714	1.00	ja
7235	VJ005249	1.00	ja
7243	RJ218484	1.00	ja
7245	RJ178038	1.00	ja
7246	VJ007697	1.00	ja
7248	RJ024153	1.00	ja
7251	RJ088022	1.00	ja
7260	VJ003704	1.00	ja
7262	VJ011603	1.00	ja
7264	VJ009236	1.00	ja
7267	VJ009410	1.00	ja
7271	RJ071172	1.00	ja
7273	RJ132746	1.00	ja
7276	VJ007072	1.00	ja
7278	VJ005396	1.00	ja
7279	VJ012857	1.00	ja
7285	VJ006035	1.00	alias
7286	VJ005811	1.00	ja
7292	VJ007412	1.00	ja
7296	VJ007861	1.00	ja
7300	VJ005358	1.00	ja
7301	VJ006826	1.00	ja
7303	RJ133232	1.00	ja
7310	VJ002556	1.00	ja
7312	VJ010290	1.00	ja
7315	RJ077003	1.00	ja
7316	VJ007645	1.00	ja
7318	VJ004304	1.00	ja
7321	VJ007055	1.00	ja
7328	VJ008674	1.00	ja
7332	VJ010395	1.00	ja
7335	VJ007747	1.00	ja
7337	VJ008732	1.00	ja
7338	VJ006060	1.00	ja
7340	RJ150714	1.00	ja
7341	VJ008041	1.00	ja
7343	VJ011342	1.00	ja
7346	VJ002245	1.00	ja
7347	VJ001963	1.00	ja
7349	VJ005626	1.00	ja
7350	VJ006779	1.00	ja
7356	VJ002801	1.00	ja
7362	VJ001521	1.00	ja
7363	VJ008813	1.00	ja
7378	RJ181498	1.00	ja
7380	VJ012233	1.00	ja
7393	RJ075805	1.00	ja
7394	VJ006275	1.00	ja
7398	VJ010820	1.00	ja
7407	VJ009340	1.00	ja
7413	VJ015812	1.00	ja
7414	VJ013051	1.00	ja
7418	VJ010729	1.00	ja
7420	RJ076352	1.00	ja
7421	VJ006913	1.00	ja
7422	VJ004184	1.00	ja
7424	VJ002271	1.00	ja
7426	VJ010601	1.00	ja
7427	VJ003736	0.88	ja
7428	VJ010884	1.00	ja
7432	VJ008281	1.00	ja
7439	VJ010666	1.00	ja
7441	VJ004497	1.00	ja
7443	VJ003711	1.00	ja
7446	RJ031672	1.00	ja
7459	VJ005224	1.00	ja
7462	VJ010531	1.00	ja
7463	VJ011220	1.00	alias
7465	VJ009516	1.00	ja
7468	VJ001740	1.00	ja
7480	RJ080445	1.00	ja
7481	RJ095810	1.00	ja
7494	RJ048686	1.00	ja
7496	RJ194385	1.00	ja
7497	RJ175263	1.00	ja
7498	RJ212334	1.00	ja
7499	RJ218956	1.00	ja
7500	RJ203789	1.00	ja
7506	VJ012270	1.00	ja
7512	VJ005071	1.00	ja
7513	RJ01080136	1.00	ja
7516	RJ128994	1.00	ja
7519	VJ012562	1.00	ja
7522	RJ356209	1.00	ja
7524	VJ007570	1.00	ja
7525	VJ013698	1.00	ja
7530	VJ008208	1.00	ja
7531	VJ007131	1.00	ja
7532	VJ006383	1.00	ja
7539	VJ011738	1.00	ja
7544	VJ007615	1.00	ja
7545	VJ007980	1.00	ja
7547	VJ007278	1.00	ja
7548	VJ013620	1.00	ja
7549	RJ062603	1.00	ja
7550	VJ006568	1.00	ja
7556	RJ053267	1.00	ja
7562	RJ030980	1.00	ja
7569	VJ008327	1.00	ja
7572	VJ008654	1.00	ja
7581	RJ099963	1.00	ja
7582	RJ065363	1.00	ja
7586	RJ128221	1.00	ja
7590	VJ006672	1.00	ja
7601	VJ014697	1.00	ja
7607	VJ010642	1.00	ja
7608	VJ006057	1.00	ja
7610	VJ004605	1.00	ja
7617	RJ160272	1.00	ja
7618	VJ009988	1.00	ja
7621	RJ043070	1.00	ja
7622	RJ071025	1.00	ja
7625	VJ006011	1.00	ja
7631	VJ008188	1.00	ja
7633	VJ007097	1.00	ja
7635	VJ008976	1.00	ja
7636	VJ007394	1.00	ja
7639	RJ229891	1.00	ja
7643	VJ010462	1.00	ja
7646	RJ281893	1.00	ja
7656	VJ001650	1.00	ja
7664	VJ001875	0.80	ja
7676	VJ002580	1.00	ja
7681	VJ009465	1.00	ja
7682	VJ010530	1.00	ja
7698	VJ002102	1.00	ja
7701	RJ064003	1.00	ja
7703	VJ001486	1.00	ja
7714	VJ003856	1.00	ja
7720	VJ012051	1.00	ja
7721	VJ007475	1.00	ja
7722	VJ007953	1.00	ja
7726	VJ007183	1.00	ja
7727	VJ007681	1.00	ja
7732	VJ009525	1.00	ja
7743	RJ299129	1.00	ja
7751	VJ013841	1.00	ja
7761	VJ007601	1.00	ja
7770	RJ332767	1.00	ja
7772	RJ109582	1.00	ja
7775	VJ009133	1.00	ja
7777	VJ003375	1.00	ja
7786	VJ003715	1.00	ja
7788	VJ001029	1.00	ja
7789	VJ007123	1.00	ja
7793	VJ011545	1.00	ja
7798	VJ004935	1.00	ja
7803	RJ040697	1.00	ja
7804	VJ006481	1.00	ja
7805	VJ008781	1.00	alias
7807	RJ071102	1.00	ja
7808	RJ243588	1.00	alias
7810	VJ013153	1.00	ja
7812	RJ01424170	1.00	ja
7820	VJ011954	1.00	ja
7821	VJ004332	1.00	ja
7829	RJ01083766	1.00	ja
7830	VJ008893	1.00	ja
7831	RJ280405	1.00	ja
7834	RJ091006	1.00	ja
7835	RJ098850	1.00	ja
7838	VJ002138	1.00	ja
7842	VJ001450	1.00	ja
7850	RJ323543	1.00	ja
7851	RJ118502	1.00	ja
7854	VJ007689	1.00	ja
7872	VJ004597	1.00	ja
7875	VJ005917	1.00	ja
7889	VJ001742	1.00	ja
7891	VJ001806	1.00	ja
7893	VJ009423	1.00	ja
7895	VJ002603	1.00	ja
7897	VJ001773	1.00	ja
7900	VJ001703	1.00	ja
7905	VJ006719	1.00	ja
7925	VJ002077	1.00	ja
7930	VJ011211	1.00	ja
7937	VJ010109	1.00	ja
7938	VJ012166	1.00	ja
7941	VJ004969	1.00	ja
7944	VJ015637	1.00	ja
7946	VJ006061	1.00	ja
7947	VJ006694	1.00	ja
7949	VJ010455	1.00	ja
7954	RJ076050	1.00	ja
7958	VJ002066	1.00	ja
7965	VJ007661	1.00	ja
7972	RJ035214	1.00	ja
7974	RJ073071	1.00	ja
7979	RJ120900	1.00	ja
7985	RJ181268	0.96	ja
7988	RJ126113	1.00	ja
7990	VJ009694	1.00	ja
7991	VJ009706	1.00	ja
7992	VJ006082	1.00	ja
7997	RJ099666	1.00	ja
7998	RJ367965	1.00	ja
8015	RJ207140	1.00	ja
8016	RJ070200	1.00	ja
8018	RJ038588	1.00	ja
8032	RJ034930	1.00	ja
8033	RJ014527	1.00	ja
8034	RJ014522	1.00	ja
8041	RJ007704	1.00	ja
8043	RJ037822	1.00	ja
8054	RJ109393	1.00	ja
8058	RJ191648	1.00	ja
8061	VJ004999	1.00	ja
8062	RJ224155	1.00	ja
8073	VJ009244	1.00	ja
8074	RJ092998	1.00	ja
8075	RJ111371	1.00	ja
8078	VJ009446	1.00	ja
8079	RJ183179	1.00	ja
8081	RJ098546	1.00	ja
8092	RJ101178	1.00	ja
8094	VJ002505	1.00	ja
8101	VJ008664	1.00	ja
8109	VJ007671	1.00	ja
8122	RJ228341	1.00	ja
8123	RJ070435	1.00	alias
8124	RJ055626	1.00	ja
8125	RJ189915	1.00	ja
8126	RJ081087	1.00	ja
8127	RJ065039	1.00	ja
8128	RJ063375	1.00	ja
8129	RJ167078	1.00	ja
8130	RJ099455	1.00	ja
8132	RJ051902	1.00	alias
